mep_id,parliamentary_term,start_date,end_date,political_group
2100,10,1994-05-19,1994-07-18,Group of the Party of European Socialists
2100,3,1994-05-19,1994-07-18,Group of the Party of European Socialists
96879,10,2009-07-14,2011-03-31,Group of the European People's Party (Christian Democrats)
96879,7,2009-07-14,2011-03-31,Group of the European People's Party (Christian Democrats)
198183,10,2024-07-16,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
198183,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
967,10,1989-07-25,1993-04-20,Socialist Group
967,10,1993-04-21,1994-07-18,Group of the Party of European Socialists
967,1,1981-06-17,1984-07-23,Socialist Group
967,3,1989-07-25,1993-04-20,Socialist Group
967,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
28437,10,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
28437,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
28497,10,2014-07-01,2014-10-15,Europe of Freedom and Direct Democracy Group
28497,10,2014-10-16,2014-10-19,Non-attached Members
28497,10,2014-10-20,2018-12-07,Europe of Freedom and Direct Democracy Group
28497,10,2018-12-08,2019-01-15,Non-attached Members
28497,10,2019-01-16,2019-07-01,Europe of Nations and Freedom Group
28497,6,2004-07-20,2009-07-13,Independence/Democracy Group
28497,7,2009-07-14,2014-06-30,Europe of freedom and democracy Group
28497,8,2014-07-01,2014-10-15,Europe of Freedom and Direct Democracy Group
28497,8,2014-10-16,2014-10-19,Non-attached Members
28497,8,2014-10-20,2018-12-07,Europe of Freedom and Direct Democracy Group
28497,8,2018-12-08,2019-01-15,Non-attached Members
28497,8,2019-01-16,2019-07-01,Europe of Nations and Freedom Group
4357,10,1999-07-20,2002-02-04,Group of the European People's Party (Christian Democrats) and European Democrats
4357,10,2002-02-05,2002-03-06,"Group of the European Liberal, Democrat and Reform Party"
4357,10,2002-03-07,2002-06-16,"Group of the European Liberal, Democrat and Reform Party"
4357,5,1999-07-20,2002-02-04,Group of the European People's Party (Christian Democrats) and European Democrats
4357,5,2002-02-05,2002-03-06,"Group of the European Liberal, Democrat and Reform Party"
4357,5,2002-03-07,2002-06-16,"Group of the European Liberal, Democrat and Reform Party"
2243,10,1994-07-19,1997-01-28,Group of the European Radical Alliance
2243,10,1997-01-29,1999-07-19,Group of the European Radical Alliance
2243,4,1994-07-19,1997-01-28,Group of the European Radical Alliance
2243,4,1997-01-29,1999-07-19,Group of the European Radical Alliance
4360,10,1999-07-20,2004-07-19,Non-attached
4360,5,1999-07-20,2004-07-19,Non-attached
28221,10,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
28221,6,2004-07-20,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
28221,7,2009-07-14,2014-06-30,Group of the European People's Party (Christian Democrats)
23805,10,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23805,5,2003-04-18,2004-04-30,Group of the Party of European Socialists
23805,5,2004-05-01,2004-07-19,Group of the Party of European Socialists
23805,6,2004-07-20,2009-07-13,Socialist Group in the European Parliament
23805,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1525,10,1988-07-07,1989-07-24,Liberal and Democratic Reformist Group
1525,2,1988-07-07,1989-07-24,Liberal and Democratic Reformist Group
799,10,1984-07-24,1987-04-05,Group of the European People's Party (Christian-Democratic Group)
799,10,1987-04-06,1988-10-09,Group of the European People's Party (Christian-Democratic Group)
799,1,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
799,2,1984-07-24,1987-04-05,Group of the European People's Party (Christian-Democratic Group)
799,2,1987-04-06,1988-10-09,Group of the European People's Party (Christian-Democratic Group)
2102,10,1994-07-19,1994-07-27,Group of the European People's Party (Christian-Democratic Group)
2102,10,1994-07-28,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2102,4,1994-07-19,1994-07-27,Group of the European People's Party (Christian-Democratic Group)
2102,4,1994-07-28,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
124796,10,2014-07-01,2014-10-15,Europe of Freedom and Direct Democracy Group
124796,10,2014-10-16,2014-10-19,Non-attached Members
124796,10,2014-10-20,2017-01-16,Europe of Freedom and Direct Democracy Group
124796,10,2017-01-17,2018-02-12,Europe of Freedom and Direct Democracy Group
124796,10,2018-02-13,2019-04-16,Non-attached Members
124796,10,2019-04-17,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
124796,8,2014-07-01,2014-10-15,Europe of Freedom and Direct Democracy Group
124796,8,2014-10-16,2014-10-19,Non-attached Members
124796,8,2014-10-20,2017-01-16,Europe of Freedom and Direct Democracy Group
124796,8,2017-01-17,2018-02-12,Europe of Freedom and Direct Democracy Group
124796,8,2018-02-13,2019-04-16,Non-attached Members
124796,8,2019-04-17,2019-07-01,Group of the Alliance of Liberals and Democrats for Europe
1797,10,1984-07-24,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
1797,1,1979-07-17,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
1797,2,1984-07-24,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
197570,10,2019-07-02,2022-11-14,Identity and Democracy Group
197570,9,2019-07-02,2022-11-14,Identity and Democracy Group
1960,10,1994-07-19,1994-09-26,Confederal Group of the European United Left
1960,4,1994-07-19,1994-09-26,Confederal Group of the European United Left
4461,10,2004-07-20,2004-11-13,Group of the European People's Party (Christian Democrats) and European Democrats
4461,10,2004-11-14,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4461,5,1999-07-20,2000-09-20,Union for Europe of the Nations Group
4461,5,2000-09-21,2004-07-19,Union for Europe of the Nations Group
4461,6,2004-07-20,2004-11-13,Group of the European People's Party (Christian Democrats) and European Democrats
4461,6,2004-11-14,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
125090,10,2014-07-01,2019-07-01,Non-attached Members
125090,8,2014-07-01,2019-07-01,Non-attached Members
789,10,1979-07-17,1984-07-23,Socialist Group
789,1,1979-07-17,1984-07-23,Socialist Group
857,10,1981-01-01,1981-10-18,Non-attached
857,1,1981-01-01,1981-10-18,Non-attached
2131,10,1994-07-19,1995-07-04,Forza Europa Group
2131,10,1995-07-05,1996-12-09,Group Union for Europe
2131,10,1996-12-10,1998-06-14,Group Union for Europe
2131,10,1998-06-15,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
2131,4,1994-07-19,1995-07-04,Forza Europa Group
2131,4,1995-07-05,1996-12-09,Group Union for Europe
2131,4,1996-12-10,1998-06-14,Group Union for Europe
2131,4,1998-06-15,1999-07-19,Group of the European People's Party (Christian-Democratic Group)
1293,10,1989-07-25,1991-12-16,Group of the European People's Party (Christian-Democratic Group)
1293,3,1989-07-25,1991-12-16,Group of the European People's Party (Christian-Democratic Group)
96842,10,2019-07-02,2021-12-14,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96842,10,2021-12-15,2023-07-02,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96842,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96842,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96842,9,2019-07-02,2021-12-14,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96842,9,2021-12-15,2023-07-02,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
929,10,1979-07-17,1979-07-18,Group of the European People's Party (Christian-Democratic Group)
929,1,1979-07-17,1979-07-18,Group of the European People's Party (Christian-Democratic Group)
28161,10,2019-07-02,2024-07-15,Group of the Greens/European Free Alliance
28161,6,2004-07-20,2009-07-13,Group of the Greens/European Free Alliance
28161,7,2009-07-14,2014-06-30,Group of the Greens/European Free Alliance
28161,8,2014-07-01,2019-07-01,Group of the Greens/European Free Alliance
28161,9,2019-07-02,2024-07-15,Group of the Greens/European Free Alliance
1715,10,1984-07-24,1988-05-12,Socialist Group
1715,2,1984-07-24,1988-05-12,Socialist Group
4252,10,1999-07-20,2004-07-19,Group of the Greens/European Free Alliance
4252,5,1999-07-20,2004-07-19,Group of the Greens/European Free Alliance
987,10,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
987,1,1979-08-14,1980-04-13,Group of the European People's Party (Christian-Democratic Group)
987,1,1980-04-14,1984-07-23,Group of the European People's Party (Christian-Democratic Group)
987,2,1984-07-24,1987-04-05,Group of the European People's Party (Christian-Democratic Group)
987,2,1987-04-06,1989-07-24,Group of the European People's Party (Christian-Democratic Group)
987,3,1989-07-25,1994-07-18,Group of the European People's Party (Christian-Democratic Group)
124808,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
124808,8,2014-07-01,2019-07-01,Group of the European People's Party (Christian Democrats)
124808,9,2019-07-02,2024-07-15,Group of the European People's Party (Christian Democrats)
124960,10,2014-07-01,2017-06-22,European Conservatives and Reformists Group
124960,8,2014-07-01,2017-06-22,European Conservatives and Reformists Group
1533,10,1986-01-01,1987-09-13,Socialist Group
1533,2,1986-01-01,1987-09-13,Socialist Group
197576,10,2019-07-02,2021-10-18,Renew Europe Group
197576,10,2021-10-19,2024-07-15,Renew Europe Group
197576,9,2019-07-02,2021-10-18,Renew Europe Group
197576,9,2021-10-19,2024-07-15,Renew Europe Group
96998,10,2024-07-16,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96998,7,2009-07-14,2014-06-30,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96998,8,2014-07-01,2019-07-01,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96998,9,2019-07-02,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
4488,10,1999-07-20,2000-04-11,Group of the Party of European Socialists
4488,5,1999-07-20,2000-04-11,Group of the Party of European Socialists
197403,10,2024-07-16,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197403,9,2019-07-02,2021-12-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197403,9,2021-12-16,2024-07-15,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
4443,10,1999-07-20,2004-07-19,Group of the Party of European Socialists
4443,5,1999-07-20,2004-07-19,Group of the Party of European Socialists
124869,10,2014-07-01,2015-06-14,Non-attached Members
124869,10,2015-06-15,2016-06-05,Europe of Nations and Freedom Group
124869,8,2014-07-01,2015-06-14,Non-attached Members
124869,8,2015-06-15,2016-06-05,Europe of Nations and Freedom Group
97002,10,2009-07-14,2010-12-31,Group of the European People's Party (Christian Democrats)
97002,7,2009-07-14,2010-12-31,Group of the European People's Party (Christian Democrats)
1320,10,1989-07-25,1993-04-20,Socialist Group
1320,10,1993-04-21,1994-07-18,Group of the Party of European Socialists
1320,2,1986-01-01,1987-07-05,Socialist Group
1320,2,1987-07-06,1989-07-24,Socialist Group
1320,3,1989-07-25,1993-04-20,Socialist Group
1320,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
4433,10,2004-07-20,2007-02-14,Group of the European People's Party (Christian Democrats) and European Democrats
4433,10,2007-02-15,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
4433,5,1999-07-20,2004-07-19,Group of the European People's Party (Christian Democrats) and European Democrats
4433,6,2004-07-20,2007-02-14,Group of the European People's Party (Christian Democrats) and European Democrats
4433,6,2007-02-15,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
1178,10,1994-07-19,1999-07-19,Group of the Party of European Socialists
1178,3,1989-07-25,1993-04-20,Socialist Group
1178,3,1993-04-21,1994-07-18,Group of the Party of European Socialists
1178,4,1994-07-19,1999-07-19,Group of the Party of European Socialists
1571,10,1987-02-28,1989-07-24,Rainbow Group
1571,2,1987-02-28,1989-07-24,Rainbow Group
251324,10,2024-07-16,,Group of the European People's Party (Christian Democrats)
251324,9,2024-01-03,2024-07-15,Group of the European People's Party (Christian Democrats)
1264,10,2004-07-20,2004-08-30,Group of the European People's Party (Christian Democrats) and European Democrats
1264,10,2004-08-31,2007-02-14,Group of the European People's Party (Christian Democrats) and European Democrats
1264,10,2007-02-15,2009-07-13,Group of the European People's Party (Christian Democrats) and European Democrats
