vote_id,code,interinstitutional_file_no,label,date,committee_responsible
56025,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56026,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56027,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56028,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56029,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56030,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56031,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56032,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56033,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56034,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56035,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56036,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56037,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56038,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56039,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56040,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56041,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56042,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56043,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56044,A9-2023-0337,2022/2051(INL),Proposals of the European Parliament for the amendment of the Treaties ,2023-11-22,Constitutional Affairs
56045,A9-2023-0358,2023/2087(INI),Negotiations on a status agreement on operational activities carried out by Frontex in Mauritania ,2023-11-22,"Civil Liberties, Justice and Home Affairs"
56046,A9-2023-0358,2023/2087(INI),Negotiations on a status agreement on operational activities carried out by Frontex in Mauritania ,2023-11-22,"Civil Liberties, Justice and Home Affairs"
56047,A9-2023-0358,2023/2087(INI),Negotiations on a status agreement on operational activities carried out by Frontex in Mauritania ,2023-11-22,"Civil Liberties, Justice and Home Affairs"
56048,A9-2023-0358,2023/2087(INI),Negotiations on a status agreement on operational activities carried out by Frontex in Mauritania ,2023-11-22,"Civil Liberties, Justice and Home Affairs"
56049,A9-2023-0358,2023/2087(INI),Negotiations on a status agreement on operational activities carried out by Frontex in Mauritania ,2023-11-22,"Civil Liberties, Justice and Home Affairs"
56050,A9-2023-0358,2023/2087(INI),Negotiations on a status agreement on operational activities carried out by Frontex in Mauritania ,2023-11-22,"Civil Liberties, Justice and Home Affairs"
56051,A9-2023-0358,2023/2087(INI),Negotiations on a status agreement on operational activities carried out by Frontex in Mauritania ,2023-11-22,"Civil Liberties, Justice and Home Affairs"
56052,A9-2023-0358,2023/2087(INI),Negotiations on a status agreement on operational activities carried out by Frontex in Mauritania ,2023-11-22,"Civil Liberties, Justice and Home Affairs"
56053,B9-2023-0478,2023/2979(RSP),"Latest attacks against women and womenÕs rights defenders in Iran, and IranÕs arbitrary detention of EU nationals ",2023-11-23,No Committee
56054,B9-2023-0478,2023/2979(RSP),"Latest attacks against women and womenÕs rights defenders in Iran, and IranÕs arbitrary detention of EU nationals ",2023-11-23,No Committee
56055,B9-2023-0478,2023/2979(RSP),"Latest attacks against women and womenÕs rights defenders in Iran, and IranÕs arbitrary detention of EU nationals ",2023-11-23,No Committee
56056,B9-2023-0468,2023/2981(RSP),"The killing of Tamaz Ginturi, a Georgian citizen, by RussiaÕs occupying forces in Georgia ",2023-11-23,No Committee
56057,A9-2023-0062,2021/0394(COD),Digitalisation of cross-border judicial cooperation ***I ,2023-11-23,"Civil Liberties, Justice and Home Affairs"
56058,A9-2023-0063,2021/0395(COD),Digitalisation of cross-border judicial cooperation (amendment of certain directives and framework decisions) ***I ,2023-11-23,Legal Affairs
56059,A9-2023-0333,2023/2047(INI),Deliberations of the Committee on Petitions in 2022 ,2023-11-23,Petitions
56060,A9-2023-0334,2022/2078(INI),Strategic Compass and EU space-based defence capabilities ,2023-11-23,Foreign Affairs
56061,A9-2023-0331,2022/2188(INI),Implementation of the EU-UK Trade and Cooperation Agreement ,2023-11-23,Foreign Affairs
56062,A9-2023-0321,2023/2000(INI),Innovative humanitarian aid strategy: spotlight on current and forgotten crises ,2023-11-23,Development
56063,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56064,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56065,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56066,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56067,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56068,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56069,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56070,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56071,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56072,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56073,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56074,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56075,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56076,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56077,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56078,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56079,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56080,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56081,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56082,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56083,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56084,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56085,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56086,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56087,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56088,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56089,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56090,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56091,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56092,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56093,A9-2023-0342,2022/2170(INI),Job creation Ð the just transition and impact investments ,2023-11-23,Employment and Social Affairs
56094,A9-2023-0325,2023/2044(INI),Harnessing talent in EuropeÕs regions ,2023-11-23,Regional Development
56095,A9-2023-0325,2023/2044(INI),Harnessing talent in EuropeÕs regions ,2023-11-23,Regional Development
56096,B9-2023-0464,2023/2988(RSP),Revised pollinators initiative - a new deal for pollinators ,2023-11-23,No Committee
56097,B9-2023-0463,2023/2720(RSP),Revised pollinators initiative - a new deal for pollinators ,2023-11-23,No Committee
56098,B9-2023-0463,2023/2720(RSP),Revised pollinators initiative - a new deal for pollinators ,2023-11-23,No Committee
56099,B9-2023-0463,2023/2720(RSP),Revised pollinators initiative - a new deal for pollinators ,2023-11-23,No Committee
56100,B9-2023-0463,2023/2720(RSP),Revised pollinators initiative - a new deal for pollinators ,2023-11-23,No Committee
56101,B9-2023-0463,2023/2720(RSP),Revised pollinators initiative - a new deal for pollinators ,2023-11-23,No Committee
56102,B9-2023-0463,2023/2720(RSP),Revised pollinators initiative - a new deal for pollinators ,2023-11-23,No Committee
56103,B9-2023-0463,2023/2720(RSP),Revised pollinators initiative - a new deal for pollinators ,2023-11-23,No Committee
56104,A9-2023-0310,2023/2079(INI),"European Union regulatory fitness and subsidiarity and proportionality Ð report on Better Law Making covering 2020, 2021 and 2022 ",2023-11-23,Legal Affairs
56105,A9-2023-0328,2023/2080(INI)],"Monitoring the application of EU law in 2020, 2021 and 2022 ",2023-11-23,Legal Affairs
56106,-,,OJ,2023-12-11,No Committee
56107,-,,OJ,2023-12-11,No Committee
56108,-,,OJ,2023-12-11,No Committee
56109,-,,OJ,2023-12-11,No Committee
56110,-,,OJ,2023-12-11,No Committee
56111,-,,OJ,2023-12-11,No Committee
56112,-,,OJ,2023-12-11,No Committee
56113, A9-0385/2023,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56114, A9-0385/2024,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56115, A9-0385/2025,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56116, A9-0385/2026,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56117, A9-0385/2027,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56118, A9-0385/2028,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56119, A9-0385/2029,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56120, A9-0385/2030,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56121, A9-0385/2031,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56122, A9-0385/2032,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56123, A9-0385/2033,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56124, A9-0385/2034,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56125, A9-0385/2035,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56126, A9-0385/2036,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
56127, A9-0385/2037,2023/0105(COD),Foodstuffs for human consumption: amending certain ÔbreakfastÕ directives ***I,2023-12-12,"Environment, Public Health and Food Safety"
